DMA_NAME,DMA,Date,HYQ_PI_PATIENTS,NUM_PATIENTS_COVERAGE,P_RXNT_IMPRESSION,P_MEDSCAPE_IMPRESSION,P_SERMO_IMPRESSION,P_HCP_PS_IMPRESSIONS,P_DTC_PS_IMPRESSIONS,P_HCP_PLD_IMPRESSIONS,P_RTE,P_HQ_EMAILS_DTC,P_HQ_EMAILS_HCP,P_LUNCH_LEARN_PDES,P_F2F_PDES,P_PHONE_PDES,P_OTHER_PDES,P_TOTAL_PDES,P_FB_2,P_DSE_2
Portland-Or,500_1,1/1/2023,5,265,0,0,0,181,126,0,3,0,0,0,5,0,9,14,20953.45153,0
Portland-Or,500_1,2/1/2023,4,260,0,0,0,240,160,0,0,0,0,0,2,0,9,11,19440.35721,0
Portland-Or,500_1,3/1/2023,6,265,0,0,0,180,125,0,0,0,0,0,1.5,0.5,5.5,7.5,15225.31756,0
Portland-Or,500_1,4/1/2023,5,268,0,0,0,121,159,0,0,0,0,0,1,0,5,6,13012.66132,0
Portland-Or,500_1,5/1/2023,5,277,0,0,0,160,146,0,0,0,0,0,1,0,7,8,9382.868306,0
Portland-Or,500_1,6/1/2023,5,238,0,0,0,170,134,0,0,0,0,0,3,0,6.5,9.5,8275.054279,0
Portland-Or,500_1,7/1/2023,5,218,0,0,0,115,154,0,1,0,0,0,8.5,0,0,8.5,11328.78269,0
Portland-Or,500_1,8/1/2023,4,229,0,0,0,150,168,0,0,0,0,0,15.5,0,0,15.5,11776.97053,0
Portland-Or,500_1,9/1/2023,5,225,0,4,0,151,151,0,0,0,0,0,8,0,0,8,10300.33101,0
Portland-Or,500_1,10/1/2023,5,228,2138,1,0,119,144,891,0,0,0,0,7.5,0,0,7.5,11407.97255,0
Portland-Or,500_1,11/1/2023,5,224,1598,0,0,159,119,806,0,0,0,0,7,0,0,7,6531.167121,0
Portland-Or,500_1,12/1/2023,4,206,2280,1,0,120,97,688,0,0,0,0,8,0,0,8,12265.76115,0
Portland-Or,500_1,1/1/2024,5,196,1582,184,0,202,125,910,0,0,47,0,8.5,0,0,8.5,13883.07463,867.679782
Portland-Or,500_1,2/1/2024,4,187,1931,166,0,123,210,784,0,0,4,0,6.5,0,0,6.5,11957.30559,1795.058253
Portland-Or,500_1,3/1/2024,5,172,2132,175,0,89,132,682,0,0,0,0,6.5,0,0,6.5,11324.53199,2319.083047
Portland-Or,500_1,4/1/2024,7,174,1559,0,0,21,56,1231,0,0,0,0,8,0,0,8,12995.33933,4794.853478
Portland-Or,500_1,5/1/2024,7,170,1302,0,0,115,150,1340,1,0,0,0,9,0,0,9,8430.092937,3509.998068
Portland-Or,500_1,6/1/2024,7,161,724,0,0,151,175,1579,22,0,0,0,5,0,0,5,3604.852886,1436.247204
Portland-Or,500_1,7/1/2024,7,75,875,0,0,100,202,2443,0,0,0,0,5.5,0,0.5,6,3059.668628,1164.679011
Portland-Or,500_1,8/1/2024,6,80,1056,0,0,177,182,2598,7,0,0,0,11,0,0,11,3351.748516,1084.830072
Portland-Or,500_1,9/1/2024,7,79,972,0,0,152,170,2762,0,0,0,0,7,0,0,7,2842.812743,754.0269843
Portland-Or,500_1,10/1/2024,8,77,1333,4,0,244,221,2715,0,0,6,0,3.5,0,0,3.5,6858.401921,1688.713673
Portland-Or,500_1,11/1/2024,6,69,1278,5,10,193,119,2557,7,5,0,0,7,0,0,7,7470.595606,1478.443893
Portland-Or,500_1,12/1/2024,8,67,1419,8,3,126,163,3295,0,0,0,0,9,0,0,9,8262.089503,637.4319227
Portland-Or,500_1,1/1/2025,7,62,979,0,0,298,361,3163,0,0,0,0,12.5,0,0,12.5,9707.694284,14.233657
Portland-Or,500_1,2/1/2025,8,50,1061,0,1,149,241,0,0,0,0,0,7.5,0,0.5,8,13327.60667,159.381197
New York,501_1,1/1/2023,181,2317,0,0,0,3516,2857,0,3,0,0,0,6.5,14.5,210.5,231.5,434971.8131,0
New York,501_1,2/1/2023,178,2325,0,0,0,3787,2544,0,1,0,0,0,10.5,7.5,182.5,200.5,307692.2537,0
New York,501_1,3/1/2023,187,2364,0,0,0,3820,2700,0,1,0,0,0,7,9,214,230,325472.3623,0
New York,501_1,4/1/2023,186,2384,0,0,0,2063,2902,0,2,0,0,0,4.5,12,156,172.5,230742.3696,0
New York,501_1,5/1/2023,190,2376,0,0,0,2987,2842,0,5,0,0,0,9,11.5,160.5,181,178734.4423,0
New York,501_1,6/1/2023,184,2216,0,0,0,2799,2671,0,18,0,0,0,6.5,20,182.5,209,148896.5359,0
New York,501_1,7/1/2023,191,2197,0,5,0,1860,2785,0,5,0,0,0,108.5,26.5,1,136,195832.1171,0
New York,501_1,8/1/2023,197,2227,0,129,0,2305,2501,0,5,0,0,0.5,135.5,40,0,176,182765.2501,0
New York,501_1,9/1/2023,223,2230,0,171,0,2534,2359,0,0,0,0,0.5,135,11,5,151.5,170460.3799,0
New York,501_1,10/1/2023,229,2161,16990,34,0,2183,2155,14450,8,0,1,1.5,184,11,25.5,222,124067.331,0
New York,501_1,11/1/2023,222,2164,18091,0,0,2347,2374,13497,6,0,4,0,172,22.5,3,197.5,88428.88578,0
New York,501_1,12/1/2023,221,1908,17691,133,0,2348,2159,12803,2,0,0,0,152,19,1,172,135262.1633,0
New York,501_1,1/1/2024,231,1860,18541,4467,0,3415,2982,15230,6,0,934,0,223,23,16,262,207422.2386,12963.70491
New York,501_1,2/1/2024,255,1689,16526,4752,0,1849,2909,13646,10,0,148,2.5,256.5,20.5,2,281.5,147998.5959,22217.89006
New York,501_1,3/1/2024,254,1656,15800,4111,0,1472,1928,13388,5,0,0,0.5,235,21.5,0,257,129470.0933,26513.40459
New York,501_1,4/1/2024,250,1705,9476,0,0,572,1286,27071,5,0,0,3.5,216.5,9.5,6.5,236,90030.05869,33218.13528
New York,501_1,5/1/2024,258,1670,9764,0,0,2477,3268,26777,4,0,3,0,179,19,4.5,202.5,83450.92638,34746.06894
New York,501_1,6/1/2024,236,1562,10138,0,0,3234,3225,31250,12,19,3,0.5,133,12.5,1.5,147.5,65637.39172,26151.28087
New York,501_1,7/1/2024,247,972,10960,0,0,2347,2548,33580,9,54,0,0,214.5,20.5,7.5,242.5,41828.71291,15922.32032
New York,501_1,8/1/2024,250,995,10483,0,0,3251,2561,35289,3,0,0,0,176,10.5,0,186.5,43084.12545,13944.6485
New York,501_1,9/1/2024,247,979,10341,6,0,2794,2919,35152,6,0,0,8,176,17,32.5,233.5,35894.01534,9520.520197
New York,501_1,10/1/2024,250,1060,9731,87,0,5214,4711,37641,4,0,212,1,176,12.5,12,201.5,87335.06899,21504.12397
New York,501_1,11/1/2024,238,1085,10334,107,65,5026,3222,34389,6,5,4,0,163.5,15,18,196.5,95290.88018,18858.23129
New York,501_1,12/1/2024,245,1044,10468,92,195,2040,4185,41424,6,7,4,0,143.5,11.5,4,159,96256.47353,7426.323447
New York,501_1,1/1/2025,254,1017,11142,0,276,4403,6458,42602,10,7,4,0,192.5,18,15.5,226,131212.601,192.3871007
New York,501_1,2/1/2025,233,977,9783,0,102,1964,3802,0,18,6,4,0,172.5,13.5,18,204,143749.0689,1719.055734
Binghamton,502_1,1/1/2023,2,200,0,0,0,43,25,0,0,0,0,0,3,0,0,3,4641.155389,0
Binghamton,502_1,2/1/2023,2,206,0,0,0,34,18,0,0,0,0,0,2,0,0,2,2527.246437,0
Binghamton,502_1,3/1/2023,3,204,0,0,0,39,22,0,0,0,0,0,3,0,0,3,3045.063512,0
Binghamton,502_1,4/1/2023,3,200,0,0,0,36,25,0,0,0,0,0,0.5,0,0,0.5,2834.901217,0
Binghamton,502_1,5/1/2023,3,196,0,0,0,32,23,0,0,0,0,0,1.5,0,0,1.5,1686.463258,0
Binghamton,502_1,6/1/2023,3,198,0,0,0,40,50,0,0,0,0,0,1,0,0,1,2449.851596,0
Binghamton,502_1,7/1/2023,1,194,0,0,0,32,32,0,0,0,0,0,0,0,0,0,2695.323762,0
Binghamton,502_1,8/1/2023,3,190,0,0,0,34,29,0,0,0,0,0,0.5,0,0,0.5,2333.173406,0
Binghamton,502_1,9/1/2023,3,181,0,0,0,33,23,0,0,0,0,0,0,0,0,0,1885.027898,0
Binghamton,502_1,10/1/2023,3,144,9,0,0,30,15,244,0,0,0,0,1.5,0,0,1.5,1032.364355,0
Binghamton,502_1,11/1/2023,2,144,20,0,0,33,25,198,0,0,0,0,0.5,0,0,0.5,672.1111579,0
Binghamton,502_1,12/1/2023,2,136,8,0,0,27,16,206,0,0,0,0,1.5,0,0,1.5,989.4226668,0
Binghamton,502_1,1/1/2024,2,132,5,5,0,41,38,258,0,0,6,0,3,0,0,3,1606.795194,100.4232666
Binghamton,502_1,2/1/2024,2,120,7,14,0,32,49,202,0,0,0,0,1,0,0,1,1129.590087,169.5766653
Binghamton,502_1,3/1/2024,2,141,11,8,0,17,28,200,0,0,0,0,0.5,0,0,0.5,931.363379,190.7283254
Binghamton,502_1,4/1/2024,2,141,0,0,0,1,8,368,0,0,0,0,1,0,0,1,71.49025306,26.37755581
Binghamton,502_1,5/1/2024,2,133,14,0,0,28,35,347,0,0,0,0,4,0,0,4,414.2419631,172.475974
Binghamton,502_1,6/1/2024,2,129,5,0,0,44,58,484,0,0,0,0,1,0,0,1,810.3720259,322.8688085
Binghamton,502_1,7/1/2024,2,106,20,0,0,38,70,421,0,0,0,0,0,0,0,0,464.0215682,176.6322588
Binghamton,502_1,8/1/2024,2,108,5,0,0,50,47,611,0,0,0,0,0.5,0,0,0.5,595.5137532,192.7445405
Binghamton,502_1,9/1/2024,2,102,12,0,0,46,40,519,0,0,0,0,2,0,0,2,432.4495717,114.7028228
Binghamton,502_1,10/1/2024,2,120,5,0,0,93,68,621,0,0,2,0,2,0,0,2,1196.39158,294.5821552
Binghamton,502_1,11/1/2024,3,124,11,0,0,92,39,625,0,0,0,0,1,0,0,1,1375.077233,272.1301813
Binghamton,502_1,12/1/2024,2,123,13,0,0,45,51,750,0,0,0,0,1.5,0,0,1.5,1415.463678,109.2050302
Binghamton,502_1,1/1/2025,3,118,18,0,0,126,136,720,0,0,0,0,1.5,0,0,1.5,2022.015056,2.964727558
Binghamton,502_1,2/1/2025,2,98,16,0,0,27,76,0,0,0,0,0,1,0,0,1,1092.276304,13.06223309
Macon,503_1,1/1/2023,15,101,0,0,0,75,61,0,0,0,0,0,0,0,0,0,9282.310776,0
Macon,503_1,2/1/2023,15,105,0,0,0,117,78,0,0,0,0,0,0,0,1.5,1.5,9477.174138,0
Macon,503_1,3/1/2023,13,102,0,0,0,83,40,0,0,0,0,0,0,0,4,4,6140.046098,0
Macon,503_1,4/1/2023,14,102,0,0,0,54,61,0,0,0,0,0,1,0,3.5,4.5,5344.485902,0
Macon,503_1,5/1/2023,17,105,0,0,0,92,59,0,0,0,0,0,0.5,0,5.5,6,4630.108216,0
Macon,503_1,6/1/2023,15,101,0,0,0,114,85,0,0,0,0,0,0,0,3,3,5416.894083,0
Macon,503_1,7/1/2023,16,97,0,0,0,64,64,0,0,0,0,0,2.5,1.5,0,4,5390.647524,0
Macon,503_1,8/1/2023,17,102,0,0,0,65,45,0,0,0,0,0,3,4,0,7,4073.794836,0
Macon,503_1,9/1/2023,15,102,0,0,0,57,43,0,0,0,0,0,4,5,0,9,3366.121247,0
Macon,503_1,10/1/2023,16,95,118,0,0,94,45,543,0,0,0,0,2,0,0,2,2771.447932,0
Macon,503_1,11/1/2023,17,101,158,0,0,64,34,552,0,0,0,0,0,0,0,0,1967.629766,0
Macon,503_1,12/1/2023,13,88,119,0,0,54,31,536,0,0,0,0,6.5,0,0,6.5,2848.921297,0
Macon,503_1,1/1/2024,14,86,214,46,0,112,53,379,0,0,27,0,5,0,0,5,3782.568858,236.40718
Macon,503_1,2/1/2024,14,79,178,5,0,53,74,413,0,0,4,0,7,0,0,7,2701.355239,405.5336699
Macon,503_1,3/1/2024,11,80,123,43,0,44,52,436,0,0,0,0,2.5,0.5,0,3,2462.468327,504.2741328
Macon,503_1,4/1/2024,13,84,62,0,0,18,23,558,0,0,0,0,2.5,0.5,0,3,818.1662295,301.876472
Macon,503_1,5/1/2024,13,86,87,0,0,54,63,427,0,0,0,0,9,0,0,9,1097.472214,456.9493338
Macon,503_1,6/1/2024,10,84,116,0,0,52,55,670,0,0,0,0,1,1,0,2,1224.47076,487.8542234
Macon,503_1,7/1/2024,11,39,119,0,0,41,54,887,0,0,0,0,2,1,0,3,930.5787731,354.2297212
Macon,503_1,8/1/2024,10,38,113,0,0,47,38,1043,0,0,0,0,6,0,0,6,1036.511315,335.4782255
Macon,503_1,9/1/2024,10,35,139,0,0,49,42,949,0,0,0,0,0,0,0,0,826.3501541,219.1809208
Macon,503_1,10/1/2024,11,40,136,0,0,63,64,1034,0,0,8,0,1,0,0,1,1978.822575,487.2366446
Macon,503_1,11/1/2024,11,40,143,0,0,47,27,948,0,0,0,0,0,0,0,0,2088.611443,413.3398453
Macon,503_1,12/1/2024,11,38,140,0,0,22,46,1123,0,4,0,0,1,0,0,1,2199.818405,169.7191098
Macon,503_1,1/1/2025,11,36,167,0,0,23,46,1152,0,3,0,0,0,0,0,0,2812.622944,4.123936034
Macon,503_1,2/1/2025,12,37,119,0,0,17,27,0,0,0,0,0,0,0,0,0,1496.143173,17.89196633
Philadelphia,504_1,1/1/2023,46,1095,0,0,0,1565,1273,0,0,0,0,0,73,3.5,47,123.5,193699.9852,0
Philadelphia,504_1,2/1/2023,45,1085,0,0,0,1624,1067,0,0,0,0,0,47,5.5,58,110.5,130785.0031,0
Philadelphia,504_1,3/1/2023,46,1116,0,0,0,1745,1070,0,0,0,0,0,92,3,39.5,134.5,140522.1932,0
Philadelphia,504_1,4/1/2023,45,1125,0,0,0,963,1205,0,0,0,0,0,59.5,1.5,33.5,94.5,100755.1777,0
Philadelphia,504_1,5/1/2023,47,1150,0,0,0,1232,1053,0,0,0,0,0,45.5,0,33,78.5,70064.88262,0
Philadelphia,504_1,6/1/2023,50,1141,0,0,0,1292,1149,0,0,0,0,0,41,0.5,19,60.5,66445.4194,0
Philadelphia,504_1,7/1/2023,47,1123,0,0,0,960,1153,0,0,0,0,0,95.5,0,1,96.5,88987.79857,0
Philadelphia,504_1,8/1/2023,53,1136,0,8,0,1112,1132,0,0,0,0,0,45,1,0,46,83401.69064,0
Philadelphia,504_1,9/1/2023,49,1126,0,19,0,1089,955,0,1,0,0,0,68,1,0,69,69443.08131,0
Philadelphia,504_1,10/1/2023,51,1102,2874,4,0,883,917,6860,0,0,0,0,69.5,1,0.5,71,39971.20781,0
Philadelphia,504_1,11/1/2023,55,1109,3495,1,0,1053,954,6372,1,0,0,0,54,0,0.5,54.5,28917.82608,0
Philadelphia,504_1,12/1/2023,48,1005,3177,12,0,1012,786,6153,4,0,0,0,46.5,0,4,50.5,42887.8152,0
Philadelphia,504_1,1/1/2024,47,997,3625,841,0,2043,1251,7216,26,0,343,3,112.5,2.5,9,127,69729.44925,4358.028388
Philadelphia,504_1,2/1/2024,50,947,3432,780,0,894,1399,6708,18,0,50,14,112,0,21,147,49282.08328,7398.339843
Philadelphia,504_1,3/1/2024,50,931,3301,703,0,700,909,6748,17,0,0,14.5,130,4,15.5,164,43608.2679,8930.275869
Philadelphia,504_1,4/1/2024,57,915,2447,0,0,226,501,12150,12,0,0,3.5,133.5,2,10,149,25212.22924,9302.48468
Philadelphia,504_1,5/1/2024,58,862,2085,0,0,1064,1326,12192,2,0,0,5,111,3,4.5,123.5,24074.45175,10023.76602
Philadelphia,504_1,6/1/2024,58,805,2465,0,0,1324,1354,15152,1,4,0,4,63,0.5,14.5,82,27833.74239,11089.5329
Philadelphia,504_1,7/1/2024,60,433,2309,0,0,1027,1196,15809,6,11,0,13.5,93,0,13,119.5,17201.7613,6547.941224
Philadelphia,504_1,8/1/2024,57,425,2557,0,0,1696,1355,17183,1,0,0,16.5,94.5,0.5,3.5,115,19035.55954,6161.067073
Philadelphia,504_1,9/1/2024,54,430,2480,0,0,1466,1557,16026,4,0,0,9,97.5,0,14.5,121,15089.47622,4002.329128
Philadelphia,504_1,10/1/2024,56,476,2040,8,0,2559,2065,16899,1,2,76,7.5,91,1,3.5,103,35859.90427,8829.624067
Philadelphia,504_1,11/1/2024,57,399,2325,13,21,2672,1470,16407,0,5,0,0,75,0,22,97,41078.41544,8129.49002
Philadelphia,504_1,12/1/2024,56,364,2083,32,114,1164,1834,18974,1,5,0,0,64,0,11.5,75.5,39886.74482,3077.318931
Philadelphia,504_1,1/1/2025,60,369,2673,0,101,3220,3656,18884,2,8,0,0,51.5,3,46,100.5,57712.35373,84.61925395
Philadelphia,504_1,2/1/2025,59,370,2295,0,46,896,1958,0,2,0,0,0,50,4.5,32.5,87,47683.8269,570.2378226
Detroit,505_1,1/1/2023,61,1088,0,0,0,721,572,0,2,0,0,0,41,2,9.5,52.5,88250.20466,0
Detroit,505_1,2/1/2023,61,1109,0,0,0,776,501,0,1,0,0,0,40,1.5,5,46.5,62063.34037,0
Detroit,505_1,3/1/2023,63,1136,0,0,0,790,497,0,0,0,0,0,44.5,4,9,57.5,64245.84818,0
Detroit,505_1,4/1/2023,63,1124,0,0,0,443,605,0,0,0,0,0,34.5,2,10.5,47,48704.53238,0
Detroit,505_1,5/1/2023,63,1134,0,0,0,555,523,0,0,0,0,0,32.5,0,4,36.5,33054.67984,0
Detroit,505_1,6/1/2023,66,1130,0,0,0,538,474,0,1,0,0,0,37,3,10.5,50.5,27547.22016,0
Detroit,505_1,7/1/2023,68,1134,0,0,0,385,534,0,0,0,0,0,34.5,1,10,45.5,38703.16464,0
Detroit,505_1,8/1/2023,65,1133,0,7,0,446,443,0,0,0,0,0.5,53.5,2,11,67,33182.91066,0
Detroit,505_1,9/1/2023,65,1135,0,11,0,530,489,0,0,0,0,0,57.5,3,9.5,70,34671.04884,0
Detroit,505_1,10/1/2023,71,1099,6097,6,0,407,401,5509,0,0,0,0,62,3.5,12.5,78,43026.72915,0
Detroit,505_1,11/1/2023,73,1105,6346,0,0,525,532,5670,0,0,0,0,37.5,2,6,45.5,31835.17814,0
Detroit,505_1,12/1/2023,66,1062,5701,5,0,564,429,5164,0,0,0,0.5,48,0.5,2,51,45671.28832,0
Detroit,505_1,1/1/2024,65,1053,5814,582,0,938,629,5806,4,0,321,0,47,1.5,10,58.5,64135.25294,4008.396108
Detroit,505_1,2/1/2024,68,1036,5803,525,0,545,923,4859,0,0,38,0,50,2,7,59,47164.10187,7080.383595
Detroit,505_1,3/1/2024,66,1026,5895,540,0,388,506,4470,0,0,0,0.5,45.5,1.5,12,59.5,41625.59282,8524.255721
Detroit,505_1,4/1/2024,69,1027,3659,0,0,106,270,8168,0,0,0,0,65.5,2,9,76.5,32051.46345,11825.93752
Detroit,505_1,5/1/2024,73,1024,3718,0,0,405,593,8047,0,0,0,0,26,1,7,34,25370.9753,10563.59342
Detroit,505_1,6/1/2024,70,997,3388,0,0,680,712,9801,0,2,0,0,27.5,3,1,31.5,19996.03258,7966.828824
Detroit,505_1,7/1/2024,73,716,3620,0,0,528,626,9935,1,5,0,0,34.5,1,9,44.5,12436.4542,4734.001925
Detroit,505_1,8/1/2024,68,677,4038,0,0,759,664,10954,0,0,0,1,34.5,1,3,39.5,13710.17989,4437.449695
Detroit,505_1,9/1/2024,72,669,3800,0,0,746,854,10644,0,0,0,0,43.5,1,4,48.5,11245.09065,2982.645201
Detroit,505_1,10/1/2024,61,658,3489,10,0,1454,1234,11649,0,0,63,0,46,0,3.5,49.5,27140.95423,6682.795939
Detroit,505_1,11/1/2024,62,502,3650,9,2,1214,654,11632,0,0,0,0,40,1,4,45,30766.2326,6088.69106
Detroit,505_1,12/1/2024,56,466,3369,18,36,580,886,13435,0,0,0,0,30.5,1,3.5,35,30194.3614,2329.537805
Detroit,505_1,1/1/2025,60,459,3653,0,43,1534,1731,13806,0,0,0,0,45.5,3,6,54.5,41991.18668,61.5684972
Detroit,505_1,2/1/2025,56,437,3977,0,22,516,984,0,0,0,0,0,29,2,3.5,34.5,50474.17982,603.6068887
Boston,506_1,1/1/2023,67,1320,0,0,0,1414,1134,0,17,0,0,0,25.5,1,33,59.5,173906.8225,0
Boston,506_1,2/1/2023,70,1354,0,0,0,1675,1166,0,0,0,0,0,25,0,29.5,54.5,138075.1371,0
Boston,506_1,3/1/2023,76,1365,0,0,0,1711,1209,0,0,0,0,0,30,0,34.5,64.5,145763.696,0
Boston,506_1,4/1/2023,74,1388,0,0,0,978,1369,0,0,0,0,0,20.5,0,19.5,40,109073.9862,0
Boston,506_1,5/1/2023,77,1387,0,0,0,1304,1162,0,1,0,0,0,15,1,34,50,75614.87988,0
Boston,506_1,6/1/2023,72,1293,0,0,0,1314,1188,0,1,0,0,0,20.5,0,31.5,52,68105.87436,0
Boston,506_1,7/1/2023,67,1237,0,6,0,977,1275,0,3,0,0,0,50.5,1,0,51.5,95094.39148,0
Boston,506_1,8/1/2023,70,1230,0,18,0,944,1032,0,0,0,0,1,53.5,0,0,54.5,73846.79001,0
Boston,506_1,9/1/2023,71,1198,0,13,0,1088,987,0,0,0,0,0,38.5,0,0,38.5,70284.61161,0
Boston,506_1,10/1/2023,74,1165,2231,10,0,899,1002,6619,0,0,0,0,62.5,0.5,0,63,37279.439,0
Boston,506_1,11/1/2023,65,1156,2594,0,0,913,959,6206,1,0,0,0,68.5,0,0,68.5,25988.2981,0
Boston,506_1,12/1/2023,62,1108,2233,7,0,1075,904,6025,0,0,0,0,57.5,2,0,59.5,39438.31049,0
Boston,506_1,1/1/2024,67,1098,2482,599,0,1498,1337,7006,11,1,447,1,72.5,5,0,78.5,60857.93698,3803.566783
Boston,506_1,2/1/2024,74,949,2173,531,0,912,1514,6003,5,0,64,3,88.5,5,0,96.5,41605.3296,6245.8879
Boston,506_1,3/1/2024,71,932,2596,582,0,604,815,5874,0,0,2,1,58,7.5,0,66.5,36947.60859,7566.279363
Boston,506_1,4/1/2024,84,938,1463,0,0,250,516,11082,4,0,0,8,88,9,0,105,17705.75267,6532.84132
Boston,506_1,5/1/2024,77,920,1507,0,0,1010,1292,10892,0,1,0,2.5,71,2.5,0,76,20496.90753,8534.200792
Boston,506_1,6/1/2024,77,905,1536,0,0,1084,1110,12347,8,6,0,1,53,2.5,0,56.5,22052.81437,8786.292806
Boston,506_1,7/1/2024,79,552,1530,0,0,966,1120,13228,9,16,0,0,79.5,0.5,0,80,14250.27985,5424.444234
Boston,506_1,8/1/2024,71,562,1658,0,0,1227,1102,12940,28,0,1,0,75.5,4.5,0,80,14138.64911,4576.128447
Boston,506_1,9/1/2024,79,555,1464,4,0,1339,1815,13423,3,0,4,0,72.5,5,0,77.5,12650.37653,3355.382899
Boston,506_1,10/1/2024,80,575,1673,20,0,1599,1512,14974,0,5,113,1,61,4,0,66,30169.08349,7428.398682
Boston,506_1,11/1/2024,76,555,1707,23,6,1356,830,12919,33,3,0,0.5,64.5,1,0,66,30197.91514,5976.220045
Boston,506_1,12/1/2024,76,559,1351,32,59,673,1290,15544,2,0,0,0,47,1,0,48,31224.23893,2408.994317
Boston,506_1,1/1/2025,86,552,1597,0,66,1558,1876,16134,4,0,0,0,85,5.5,0.5,91,42929.40165,62.94413078
Boston,506_1,2/1/2025,82,481,1468,0,34,782,1300,0,2,2,0,0,67.5,5,0,72.5,32915.1498,393.6232592
Savannah,507_1,1/1/2023,2,96,0,0,0,120,82,0,2,0,0,0,1,0,4.5,5.5,13786.9616,0
Savannah,507_1,2/1/2023,3,97,0,0,0,109,57,0,0,0,0,0,0,0.5,2,2.5,8067.748242,0
Savannah,507_1,3/1/2023,2,104,0,0,0,159,55,0,0,0,0,0,0,0,2,2,10682.68183,0
Savannah,507_1,4/1/2023,3,107,0,0,0,91,105,0,0,0,0,0,2.5,0,4,6.5,9108.862929,0
Savannah,507_1,5/1/2023,2,103,0,0,0,97,81,0,0,0,0,0,0,1,2.5,3.5,5458.008361,0
Savannah,507_1,6/1/2023,3,110,0,0,0,108,79,0,0,0,0,1,5.5,1,0,7.5,5090.247204,0
Savannah,507_1,7/1/2023,5,112,0,0,0,66,88,0,0,0,0,0,5.5,0,0,5.5,6485.622801,0
Savannah,507_1,8/1/2023,3,117,0,0,0,104,97,0,0,0,0,0,7,0,0,7,7443.9342,0
Savannah,507_1,9/1/2023,4,112,0,0,0,96,89,0,0,0,0,0,2.5,0,0,2.5,6227.324304,0
Savannah,507_1,10/1/2023,3,101,92,0,0,254,85,679,0,0,0,0,0.5,0,0,0.5,3845.384006,0
Savannah,507_1,11/1/2023,4,93,97,0,0,259,75,659,0,0,0,0,1,1,0,2,2654.352037,0
Savannah,507_1,12/1/2023,3,80,94,0,0,65,62,629,0,0,0,0,0,0,0,0,3272.409599,0
Savannah,507_1,1/1/2024,5,77,161,57,0,156,106,683,0,0,24,0,0.5,0,0,0.5,5403.019535,337.6839021
Savannah,507_1,2/1/2024,3,74,198,104,0,74,135,549,0,0,6,0,1,0,0,1,3960.996817,594.6339646
Savannah,507_1,3/1/2024,5,74,188,74,0,71,118,538,0,0,0,0,1,0,0,1,3489.084779,714.5087641
Savannah,507_1,4/1/2024,6,75,127,0,0,32,56,897,0,0,0,0,6,0,0,6,1707.822712,630.1305001
Savannah,507_1,5/1/2024,5,71,126,0,0,81,141,813,0,0,0,0,13.5,1,0,14.5,1872.158482,779.5018043
Savannah,507_1,6/1/2024,3,69,151,0,0,120,145,1252,0,0,0,0,2,0,0,2,2287.141352,911.243947
Savannah,507_1,7/1/2024,4,35,85,0,0,89,123,1549,0,0,0,0,4,1,0,5,1560.261958,593.9219486
Savannah,507_1,8/1/2024,3,35,72,0,0,122,75,1968,0,0,0,0,8.5,1,0,9.5,1868.39308,604.7258587
Savannah,507_1,9/1/2024,4,30,55,0,0,140,101,1712,1,0,0,0,14,0,0,14,1407.388557,373.2954103
Savannah,507_1,10/1/2024,5,38,74,0,0,218,168,1983,0,0,1,0,5,0,0,5,3705.932853,912.4952944
Savannah,507_1,11/1/2024,3,37,83,1,0,163,93,1914,0,0,0,0,3.5,0,0,3.5,4040.970121,799.7150309
Savannah,507_1,12/1/2024,5,35,63,1,0,76,94,2130,0,0,0,0,10,0,0,10,3895.408773,300.5363114
Savannah,507_1,1/1/2025,5,34,185,0,4,145,188,2202,0,0,0,0,8.5,0,0,8.5,5507.969012,8.075917867
Savannah,507_1,2/1/2025,4,33,145,0,0,40,88,0,0,0,0,0,11.5,0,0,11.5,2505.810346,29.96629944
Pittsburgh,508_1,1/1/2023,28,497,0,0,0,561,416,0,0,0,0,0,5.5,0,15,20.5,66682.48257,0
Pittsburgh,508_1,2/1/2023,29,492,0,0,0,572,362,0,0,0,0,0,4.5,0,13.5,18,45393.23408,0
Pittsburgh,508_1,3/1/2023,31,493,0,0,0,577,343,0,0,0,0,0,5.5,1,22,28.5,45925.54803,0
Pittsburgh,508_1,4/1/2023,30,487,0,0,0,312,398,0,0,0,0,0,2,0,15,17,32996.39122,0
Pittsburgh,508_1,5/1/2023,27,472,0,0,0,484,400,0,1,0,0,0,4,1,12,17,27106.064,0
Pittsburgh,508_1,6/1/2023,30,473,0,0,0,486,384,0,0,0,0,0,37.5,0,4,41.5,23681.89876,0
Pittsburgh,508_1,7/1/2023,33,468,0,0,0,304,393,0,0,0,0,0,40.5,0,0,40.5,29353.76034,0
Pittsburgh,508_1,8/1/2023,31,471,0,4,0,341,320,0,0,0,0,0,6,0,0,6,24627.94151,0
Pittsburgh,508_1,9/1/2023,30,472,0,1,0,400,358,0,0,0,0,0,0.5,0,0,0.5,25548.86027,0
Pittsburgh,508_1,10/1/2023,28,464,495,0,0,334,320,2371,0,0,0,0,1.5,0,0,1.5,12194.3709,0
Pittsburgh,508_1,11/1/2023,30,462,565,0,0,352,398,2113,0,0,0,0,0,0,0,0,8347.815395,0
