DMA_NAME,DMA,Date,HYQ_PI_PATIENTS,NUM_PATIENTS_COVERAGE,P_RXNT_IMPRESSION,P_MEDSCAPE_IMPRESSION,P_SERMO_IMPRESSION,P_HCP_PS_IMPRESSIONS,P_DTC_PS_IMPRESSIONS,P_HCP_PLD_IMPRESSIONS,P_RTE,P_HQ_EMAILS_DTC,P_HQ_EMAILS_HCP,P_LUNCH_LEARN_PDES,P_F2F_PDES,P_PHONE_PDES,P_OTHER_PDES,P_TOTAL_PDES,P_FB_2,P_DSE_2
Lima,558_1,9/1/2024,1,13,99,0,0,39,32,426,0,0,0,0,0.5,0,0,0.5,417.7308667,110.7988369
Lima,558_1,10/1/2024,1,13,65,0,0,86,54,488,0,0,0,0,0,0,0,0,1050.823023,258.7394595
Lima,558_1,11/1/2024,1,11,63,0,0,41,21,464,0,0,0,0,0,0,0,0,1055.958918,208.9761106
Lima,558_1,12/1/2024,1,11,63,0,0,14,36,660,0,0,0,0,0,0,0,0,1273.75253,98.27181417
Lima,558_1,1/1/2025,1,12,51,0,0,50,62,555,0,0,0,0,0,0,0,0,1451.80681,2.128674386
Lima,558_1,2/1/2025,1,13,72,0,0,24,34,0,0,0,0,0,0.5,0,0,0.5,1193.243022,14.2696664
Bluefield/Beckley/Oak Hill,559_1,1/1/2023,5,53,0,0,0,71,59,0,0,0,0,0,0,3.5,1.5,5,8872.797068,0
Bluefield/Beckley/Oak Hill,559_1,2/1/2023,4,48,0,0,0,55,24,0,0,0,0,0,0,1.5,0,1.5,3839.470548,0
Bluefield/Beckley/Oak Hill,559_1,3/1/2023,5,72,0,0,0,74,66,0,0,0,0,0,0,0,0,0,6988.670356,0
Bluefield/Beckley/Oak Hill,559_1,4/1/2023,7,63,0,0,0,25,28,0,0,0,0,0,0,0,1,1,2463.110894,0
Bluefield/Beckley/Oak Hill,559_1,5/1/2023,5,69,0,0,0,39,20,0,0,0,0,0,1,0,0,1,1809.115131,0
Bluefield/Beckley/Oak Hill,559_1,6/1/2023,6,67,0,0,0,19,24,0,0,0,0,0,1.5,1.5,0,3,1170.484651,0
Bluefield/Beckley/Oak Hill,559_1,7/1/2023,7,70,0,0,0,22,38,0,0,0,0,0,0,0,0,0,2526.866027,0
Bluefield/Beckley/Oak Hill,559_1,8/1/2023,6,70,0,0,0,33,26,0,0,0,0,0,0.5,0,0,0.5,2185.035412,0
Bluefield/Beckley/Oak Hill,559_1,9/1/2023,4,73,0,0,0,36,31,0,0,0,0,0,0,0,0,0,2255.301235,0
Bluefield/Beckley/Oak Hill,559_1,10/1/2023,5,62,302,0,0,28,21,223,0,0,0,0,2.5,0,0,2.5,1988.513891,0
Bluefield/Beckley/Oak Hill,559_1,11/1/2023,2,61,512,0,0,35,44,226,0,0,0,0,2,0,0,2,1989.546435,0
Bluefield/Beckley/Oak Hill,559_1,12/1/2023,1,50,440,0,0,30,13,273,0,0,0,0,1,0,0,1,2910.519596,0
Bluefield/Beckley/Oak Hill,559_1,1/1/2024,3,50,392,6,0,81,35,308,0,0,15,0,2.5,0,0,2.5,3809.879824,238.114091
Bluefield/Beckley/Oak Hill,559_1,2/1/2024,3,47,458,14,0,39,58,220,0,0,2,0,6,0,0,6,2939.163679,441.2340206
Bluefield/Beckley/Oak Hill,559_1,3/1/2024,3,43,494,1,0,33,24,229,0,0,0,0,3,0,0,3,2755.283329,564.2379625
Bluefield/Beckley/Oak Hill,559_1,4/1/2024,2,38,263,0,0,12,15,280,0,0,0,0,3,0,0,3,2303.574821,849.9434652
Bluefield/Beckley/Oak Hill,559_1,5/1/2024,3,38,317,0,0,31,34,312,0,0,0,0,3,0,0,3,2055.070518,855.6600266
Bluefield/Beckley/Oak Hill,559_1,6/1/2024,3,37,326,0,0,24,36,439,0,0,0,0,2.5,0,0,2.5,1131.229985,450.7051895
Bluefield/Beckley/Oak Hill,559_1,7/1/2024,3,21,370,0,0,10,37,410,0,0,0,0,1.5,0,0,1.5,698.9905955,266.0744591
Bluefield/Beckley/Oak Hill,559_1,8/1/2024,3,21,223,0,0,43,33,471,0,0,0,0,2,0,0,2,643.1214446,208.1532906
Bluefield/Beckley/Oak Hill,559_1,9/1/2024,4,21,258,0,0,51,41,501,0,0,0,0,1.5,0,0,1.5,596.4579993,158.2043796
Bluefield/Beckley/Oak Hill,559_1,10/1/2024,4,25,178,0,0,73,63,589,0,0,1,0,2.5,0,0,2.5,1370.77058,337.5187177
Bluefield/Beckley/Oak Hill,559_1,11/1/2024,4,25,195,0,0,77,37,627,0,0,0,0,1,0,0,1,1678.060352,332.0910687
Bluefield/Beckley/Oak Hill,559_1,12/1/2024,4,21,172,0,0,48,63,821,0,0,0,0,2.5,0,0,2.5,1819.17567,140.3519829
Bluefield/Beckley/Oak Hill,559_1,1/1/2025,3,22,169,0,0,107,115,723,0,0,0,0,0,0,0,0,2252.524772,3.302706499
Bluefield/Beckley/Oak Hill,559_1,2/1/2025,4,22,186,0,0,42,69,0,0,0,0,0,0,0,0,0,2726.101365,32.60069939
Raleigh/Durham,560_1,1/1/2023,16,356,0,0,0,497,404,0,0,0,0,0,27,18.5,0,45.5,61495.30891,0
Raleigh/Durham,560_1,2/1/2023,13,366,0,0,0,542,332,0,0,0,0,0,32,1,0,33,42477.1805,0
Raleigh/Durham,560_1,3/1/2023,17,371,0,0,0,591,305,0,0,0,0,0,49,5,0,54,44727.49026,0
Raleigh/Durham,560_1,4/1/2023,18,369,0,0,0,285,365,0,0,0,0,0,43.5,1,0,44.5,30207.9638,0
Raleigh/Durham,560_1,5/1/2023,17,366,0,0,0,497,313,0,5,0,0,0,28,0,0,28,24837.00433,0
Raleigh/Durham,560_1,6/1/2023,19,364,0,0,0,499,381,0,6,0,0,0,39.5,0,0,39.5,23954.10449,0
Raleigh/Durham,560_1,7/1/2023,20,369,0,0,0,285,401,0,4,0,0,0,25,0,0,25,28890.50158,0
Raleigh/Durham,560_1,8/1/2023,18,366,0,0,0,430,398,0,0,0,0,0,25.5,0,0,25.5,30664.56475,0
Raleigh/Durham,560_1,9/1/2023,18,370,0,4,0,384,311,0,3,0,0,0,31,0,0,31,23529.1875,0
Raleigh/Durham,560_1,10/1/2023,21,331,1045,4,0,281,298,1659,0,0,0,0,24,0,0,24,11387.18669,0
Raleigh/Durham,560_1,11/1/2023,18,332,1186,0,0,295,255,1782,2,0,0,0,9,0,0,9,8566.982077,0
Raleigh/Durham,560_1,12/1/2023,19,291,1083,5,0,338,266,1608,2,0,0,0,24.5,0,0,24.5,12704.64903,0
Raleigh/Durham,560_1,1/1/2024,16,274,1197,575,0,711,463,1900,6,0,155,0,44.5,0,0,44.5,22763.69056,1422.710357
Raleigh/Durham,560_1,2/1/2024,19,246,1089,305,0,339,500,1608,2,0,28,0,39.5,0,0,39.5,14376.2633,2158.197757
Raleigh/Durham,560_1,3/1/2024,17,241,1152,281,0,285,376,1556,0,0,0,0,22.5,0,0,22.5,12876.80429,2636.963589
Raleigh/Durham,560_1,4/1/2024,20,255,741,0,0,86,175,2672,0,0,0,0,20.5,0,0,20.5,7959.248174,2936.701213
Raleigh/Durham,560_1,5/1/2024,19,242,849,0,0,359,426,2470,0,0,0,0,19.5,0,0,19.5,8790.537244,3660.074565
Raleigh/Durham,560_1,6/1/2024,17,215,929,0,0,490,470,3657,0,0,0,0,11.5,0,0,11.5,7604.607877,3029.831493
Raleigh/Durham,560_1,7/1/2024,19,139,818,0,0,397,425,4773,0,0,0,0,13,0,0,13,5420.346661,2063.283563
Raleigh/Durham,560_1,8/1/2024,17,149,672,0,0,550,427,5545,1,0,0,0,25.5,0,0,25.5,6008.591782,1944.746458
Raleigh/Durham,560_1,9/1/2024,17,151,753,0,0,591,492,5624,0,0,0,0,16.5,0,0.5,17,5228.644741,1386.844503
Raleigh/Durham,560_1,10/1/2024,17,162,733,2,0,971,722,5477,0,0,47,0,14,0,0,14,12057.92882,2968.96996
Raleigh/Durham,560_1,11/1/2024,17,159,914,1,2,822,476,5077,2,0,0,0,10,0,0,10,13073.09411,2587.188113
Raleigh/Durham,560_1,12/1/2024,18,141,778,6,7,500,611,6412,0,0,0,0,3.5,0,0,3.5,13699.84286,1056.962307
Raleigh/Durham,560_1,1/1/2025,21,136,914,0,15,1346,1327,6610,0,0,0,0,8.5,0,0,8.5,20648.81775,30.27579781
Raleigh/Durham,560_1,2/1/2025,18,132,994,0,5,449,728,0,0,0,0,0,11.5,0,0,11.5,19973.05243,238.8522622
Jacksonville-Brunswick,561_1,1/1/2023,12,290,0,0,0,343,274,0,0,0,0,0,0,0,18,18,42111.65992,0
Jacksonville-Brunswick,561_1,2/1/2023,15,291,0,0,0,336,159,0,0,0,0,0,0,0,8,8,24057.44205,0
Jacksonville-Brunswick,561_1,3/1/2023,15,289,0,0,0,315,144,0,0,0,0,0,0,0,3,3,22912.85495,0
Jacksonville-Brunswick,561_1,4/1/2023,14,290,0,0,0,195,221,0,0,0,0,0,0,0,18,18,19333.09683,0
Jacksonville-Brunswick,561_1,5/1/2023,16,284,0,0,0,301,266,0,0,0,0,0,0,0,11,11,17385.90304,0
Jacksonville-Brunswick,561_1,6/1/2023,16,272,0,0,0,277,265,0,0,0,0,2,14,0,0,16,14753.55072,0
Jacksonville-Brunswick,561_1,7/1/2023,16,261,0,0,0,205,265,0,0,0,0,1.5,15,0,0,16.5,19793.78388,0
Jacksonville-Brunswick,561_1,8/1/2023,15,257,0,1,0,229,265,0,0,0,0,0,20,0,0,20,18332.07676,0
Jacksonville-Brunswick,561_1,9/1/2023,16,258,0,2,0,208,206,0,0,0,0,0,7.5,0,0,7.5,14003.06438,0
Jacksonville-Brunswick,561_1,10/1/2023,15,257,636,1,0,183,154,1193,0,0,0,0,0.5,0,0,0.5,7507.159587,0
Jacksonville-Brunswick,561_1,11/1/2023,13,263,649,0,0,219,211,1227,0,0,0,0,0,0,0,0,5615.537428,0
Jacksonville-Brunswick,561_1,12/1/2023,15,246,774,0,0,239,152,1110,0,0,0,0,3,0,0,3,8758.508043,0
Jacksonville-Brunswick,561_1,1/1/2024,16,241,696,223,0,410,286,1322,0,0,60,0,2.5,0,0,2.5,13641.82776,852.6020679
Jacksonville-Brunswick,561_1,2/1/2024,15,229,544,54,0,236,347,1220,0,0,2,0,2,0,0,2,8928.963743,1340.436601
Jacksonville-Brunswick,561_1,3/1/2024,17,226,622,98,0,155,279,1088,0,0,0,0,5,0,0,5,7909.532937,1619.745854
Jacksonville-Brunswick,561_1,4/1/2024,17,229,531,0,0,33,109,1853,0,0,0,0,9.5,0,0,9.5,5345.882257,1972.455007
Jacksonville-Brunswick,561_1,5/1/2024,17,219,390,0,0,220,285,1715,0,0,0,0,20,0,0,20,4814.89035,2004.753204
Jacksonville-Brunswick,561_1,6/1/2024,19,192,454,0,0,254,263,2692,0,0,0,0,5.5,0,0,5.5,5022.661135,2001.131042
Jacksonville-Brunswick,561_1,7/1/2024,20,89,526,0,0,152,177,3499,1,0,0,0,16,0,0,16,3680.054477,1400.832158
Jacksonville-Brunswick,561_1,8/1/2024,19,83,617,0,0,152,195,4056,1,0,0,0,21,0,0,21,4192.81773,1357.051323
Jacksonville-Brunswick,561_1,9/1/2024,17,85,452,0,0,184,204,3692,0,0,0,0,21,0,0,21,3176.436724,842.5173306
Jacksonville-Brunswick,561_1,10/1/2024,22,104,425,6,0,181,214,4367,1,0,17,0,34.5,0,0,34.5,7900.126908,1945.212964
Jacksonville-Brunswick,561_1,11/1/2024,22,99,423,5,0,131,76,4012,0,0,0,0,13,0,0,13,8331.139377,1648.747005
Jacksonville-Brunswick,561_1,12/1/2024,22,90,493,7,1,92,158,4824,0,0,0,0,15.5,0,0,15.5,9186.507574,708.7520879
Jacksonville-Brunswick,561_1,1/1/2025,20,80,569,0,21,152,214,4812,0,0,0,0,17,0,0,17,11662.98284,17.10054855
Jacksonville-Brunswick,561_1,2/1/2025,20,79,469,0,0,60,129,0,0,0,0,0,22,0,0,22,6039.645448,72.22646531
Grand Rapids/Kalamazoo/Battle Creek,563_1,1/1/2023,5,442,0,0,0,229,163,0,0,0,0,0,0,0,0,0,26754.89577,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,2/1/2023,6,448,0,0,0,225,131,0,0,0,0,0,0,0,0,0,17301.91791,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,3/1/2023,5,444,0,0,0,212,132,0,0,0,0,0,0,0,0,0,17172.16144,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,4/1/2023,4,434,0,0,0,127,155,0,1,0,0,0,0,0,0.5,0.5,13105.60891,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,5/1/2023,4,437,0,0,0,189,186,0,1,0,0,0,0.5,0,0,0.5,11498.61312,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,6/1/2023,5,434,0,0,0,209,151,0,0,0,0,0,0,0,0,0,9799.406382,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,7/1/2023,6,438,0,0,0,126,176,0,0,0,0,1,1,2,0,4,12718.559,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,8/1/2023,3,442,0,1,0,142,172,0,0,0,0,4,12,2,0,18,11665.86703,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,9/1/2023,6,445,0,3,0,158,138,0,0,0,0,0,9,3.5,0,12.5,10064.70253,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,10/1/2023,6,427,442,0,0,141,130,2077,0,0,0,1,11.5,1.5,1,15,9665.424663,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,11/1/2023,5,423,547,0,0,169,143,2091,5,0,0,1.5,9,0,0,10.5,7183.796796,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,12/1/2023,6,408,370,2,0,164,124,2070,0,0,0,1.5,9.5,3,0,14,10510.20965,0
Grand Rapids/Kalamazoo/Battle Creek,563_1,1/1/2024,7,410,441,151,0,457,219,2201,2,0,89,1.5,9,1,3.5,15,16195.40312,1012.198251
Grand Rapids/Kalamazoo/Battle Creek,563_1,2/1/2024,7,397,708,201,0,239,313,2029,1,0,6,1,10.5,0.5,1,13,12990.28599,1950.131651
Grand Rapids/Kalamazoo/Battle Creek,563_1,3/1/2024,9,383,573,123,0,127,192,1916,0,0,0,1,9,0,0.5,10.5,10340.25024,2117.517885
Grand Rapids/Kalamazoo/Battle Creek,563_1,4/1/2024,11,389,342,0,0,46,85,3219,0,0,0,1,11.5,0.5,5,18,3757.209967,1386.2871
Grand Rapids/Kalamazoo/Battle Creek,563_1,5/1/2024,9,386,362,0,0,227,248,3462,1,0,0,1,4,0,2,7,4502.863937,1874.836237
Grand Rapids/Kalamazoo/Battle Creek,563_1,6/1/2024,8,383,481,0,0,266,270,3863,0,0,0,0.5,10,0,0,10.5,6691.396761,2665.989485
Grand Rapids/Kalamazoo/Battle Creek,563_1,7/1/2024,11,315,382,0,0,190,268,4348,1,0,3,1,8.5,0,0,9.5,4387.497196,1670.123963
Grand Rapids/Kalamazoo/Battle Creek,563_1,8/1/2024,8,282,482,0,0,259,252,4427,1,0,3,1.5,13.5,0,1,16,4529.41246,1465.99389
Grand Rapids/Kalamazoo/Battle Creek,563_1,9/1/2024,9,280,479,0,0,250,230,4263,0,0,0,0.5,0,0,0,0.5,3660.051318,970.7911518
Grand Rapids/Kalamazoo/Battle Creek,563_1,10/1/2024,8,280,443,3,0,389,345,4696,0,7,17,0.5,0,0,0,0.5,8946.400914,2202.83234
Grand Rapids/Kalamazoo/Battle Creek,563_1,11/1/2024,10,215,406,5,4,410,240,3879,0,0,0,0,2,0,0,2,8863.600835,1754.122056
Grand Rapids/Kalamazoo/Battle Creek,563_1,12/1/2024,9,209,356,4,0,182,294,5584,0,0,0,0,0,0,0,0,10578.902,816.1772924
Grand Rapids/Kalamazoo/Battle Creek,563_1,1/1/2025,10,207,552,0,4,619,668,5576,0,0,0,0,1,0,0,1,15001.3297,21.99531375
Grand Rapids/Kalamazoo/Battle Creek,563_1,2/1/2025,9,197,471,0,8,221,378,0,0,0,0,0,0,0,0,0,9894.738286,118.3284644
Charleston/Huntington,564_1,1/1/2023,7,202,0,0,0,139,91,0,0,0,0,0,0,5,2.5,7.5,15698.02558,0
Charleston/Huntington,564_1,2/1/2023,9,221,0,0,0,163,105,0,0,0,0,0,0,3.5,0,3.5,13025.03933,0
Charleston/Huntington,564_1,3/1/2023,8,234,0,0,0,183,86,0,0,0,0,0,0,0,0,0,13428.2309,0
Charleston/Huntington,564_1,4/1/2023,11,237,0,0,0,103,113,0,0,0,0,0,0,0,0,0,10038.33874,0
Charleston/Huntington,564_1,5/1/2023,12,244,0,0,0,154,105,0,0,0,0,0,0.5,0,4,4.5,7941.708796,0
Charleston/Huntington,564_1,6/1/2023,11,224,0,0,0,123,102,0,0,0,0,0,3,2.5,0.5,6,6124.62899,0
Charleston/Huntington,564_1,7/1/2023,11,225,0,0,0,99,105,0,0,0,0,0,3.5,0,0,3.5,8591.344492,0
Charleston/Huntington,564_1,8/1/2023,10,206,0,1,0,128,84,0,0,0,0,0,5.5,1,0,6.5,7888.348182,0
Charleston/Huntington,564_1,9/1/2023,11,219,0,3,0,132,77,0,0,0,0,0,1,0,2.5,3.5,7136.177041,0
Charleston/Huntington,564_1,10/1/2023,10,176,196,2,0,81,88,838,0,0,0,0,9,1,0,10,4174.493448,0
Charleston/Huntington,564_1,11/1/2023,9,174,193,0,0,142,142,717,0,0,0,0,12,0,0,12,2907.611313,0
Charleston/Huntington,564_1,12/1/2023,9,135,263,2,0,120,78,800,0,0,0,0,13.5,1,0,14.5,4862.415674,0
Charleston/Huntington,564_1,1/1/2024,8,111,145,34,0,204,102,904,0,0,58,0,22.5,0,0,22.5,6586.494749,411.6500474
Charleston/Huntington,564_1,2/1/2024,11,88,123,44,0,133,188,858,0,0,14,0,17,0.5,0,17.5,5053.429334,758.6324501
Charleston/Huntington,564_1,3/1/2024,10,81,166,55,0,78,107,908,0,0,0,0,16.5,0,0,16.5,4635.649544,949.306892
Charleston/Huntington,564_1,4/1/2024,12,80,160,0,0,30,53,1354,0,0,0,0,16.5,0,0,16.5,1930.236832,712.1940068
Charleston/Huntington,564_1,5/1/2024,14,78,149,0,0,109,107,1404,0,0,0,0,24.5,0,0.5,25,1963.614501,817.5809156
Charleston/Huntington,564_1,6/1/2024,12,80,88,0,0,168,141,1489,0,2,0,0,10.5,0,0,10.5,2588.802682,1031.431998
Charleston/Huntington,564_1,7/1/2024,12,47,129,0,0,88,97,1764,0,5,0,0,14.5,0,0,14.5,1760.57728,670.173033
Charleston/Huntington,564_1,8/1/2024,14,47,188,0,0,137,123,1796,0,0,0,0,9.5,0,0,9.5,1874.239639,606.6181613
Charleston/Huntington,564_1,9/1/2024,11,49,80,0,0,121,126,1711,0,0,0,0,8.5,1,0,9.5,1428.415279,378.872533
Charleston/Huntington,564_1,10/1/2024,14,60,142,2,0,313,195,2004,0,0,7,0,12.5,0,0,12.5,4038.011124,994.2614441
Charleston/Huntington,564_1,11/1/2024,12,54,116,1,0,303,146,2084,0,0,0,0,5.5,0,0,5.5,4750.918732,940.2150985
Charleston/Huntington,564_1,12/1/2024,12,53,121,3,0,118,188,2590,0,4,0,0,8,0,0,8,4982.959444,384.4423881
Charleston/Huntington,564_1,1/1/2025,13,51,103,0,3,379,417,2781,0,0,0,0,1.5,0,0,1.5,7447.081452,10.9190916
Charleston/Huntington,564_1,2/1/2025,11,50,54,0,0,125,216,0,0,0,0,0,0,0,0,0,3625.623027,43.35783252
Elmira,565_1,1/1/2023,1,120,0,0,0,46,36,0,0,0,0,0,1,0,0,1,5596.68738,0
Elmira,565_1,2/1/2023,0,121,0,0,0,25,17,0,0,0,0,0,1.5,0,0,1.5,2041.237507,0
Elmira,565_1,3/1/2023,1,121,0,0,0,37,32,0,0,0,0,0,1,0,0,1,3444.416104,0
Elmira,565_1,4/1/2023,1,121,0,0,0,16,25,0,0,0,0,0,1,0,0,1,1905.425408,0
Elmira,565_1,5/1/2023,0,123,0,0,0,26,16,0,0,0,0,0,1.5,0,0,1.5,1287.844669,0
Elmira,565_1,6/1/2023,1,123,0,0,0,20,24,0,0,0,0,0,3,0,0,3,1197.705225,0
Elmira,565_1,7/1/2023,1,124,0,0,0,21,18,0,0,0,0,0,0,0,0,0,1642.462917,0
Elmira,565_1,8/1/2023,1,126,0,0,0,26,23,0,0,0,0,0,0.5,0,0,0.5,1814.690427,0
Elmira,565_1,9/1/2023,1,124,0,0,0,25,18,0,0,0,0,0,2,0,0,2,1447.432136,0
Elmira,565_1,10/1/2023,1,99,2,0,0,17,15,163,0,0,0,0,3,0,0,3,682.4690533,0
Elmira,565_1,11/1/2023,2,104,0,0,0,18,19,175,0,0,0,0,0.5,0,0,0.5,516.2592952,0
Elmira,565_1,12/1/2023,2,90,0,0,0,16,10,180,0,0,0,0,2,0,0,2,793.0780909,0
Elmira,565_1,1/1/2024,2,85,0,36,0,91,49,176,0,0,19,0,4.5,0,0,4.5,1688.728094,105.5439997
Elmira,565_1,2/1/2024,2,79,0,4,0,37,20,196,0,0,2,0,2,0,0,2,962.3810275,144.4748563
Elmira,565_1,3/1/2024,2,96,0,8,0,23,17,171,0,0,0,0,1,0,0,1,772.6082575,158.2178153
Elmira,565_1,4/1/2024,2,94,0,0,0,8,14,247,0,0,0,0,2,0,0,2,174.753952,64.47846978
Elmira,565_1,5/1/2024,2,94,0,0,0,31,38,258,0,0,0,0,3,0,0,3,371.2038371,154.5563923
Elmira,565_1,6/1/2024,2,94,1,0,0,37,35,334,0,0,0,0,3,0,0,3,558.0734594,222.3478935
Elmira,565_1,7/1/2024,2,77,0,0,0,20,33,436,0,0,0,0,0,0,0,0,413.3088285,157.3281868
Elmira,565_1,8/1/2024,2,78,0,0,0,23,23,472,0,0,0,0,3,0,0,3,432.6453354,140.0303955
Elmira,565_1,9/1/2024,2,72,0,0,0,38,42,423,0,0,0,0,1,0,0,1,352.5480301,93.50975669
Elmira,565_1,10/1/2024,3,79,0,0,0,63,50,533,0,0,7,0,1,0,0,1,990.169457,243.805003
Elmira,565_1,11/1/2024,3,83,0,0,0,75,30,432,0,0,0,0,4,0,0,4,962.733343,190.5266068
Elmira,565_1,12/1/2024,2,79,0,1,0,39,33,583,0,0,0,0,0.5,0,0,0.5,1080.959456,83.3975551
Elmira,565_1,1/1/2025,2,73,0,0,1,107,93,643,0,0,0,0,2.5,0,0,2.5,1706.580707,2.502230059
Elmira,565_1,2/1/2025,2,62,0,0,0,32,54,0,0,0,0,0,1,0,0,1,789.3761527,9.439933155
Harrisburg/Lancaster/Lebanon/York,566_1,1/1/2023,11,298,0,0,0,254,212,0,0,0,0,0,2,0,4,6,31805.56487,0
Harrisburg/Lancaster/Lebanon/York,566_1,2/1/2023,11,299,0,0,0,325,207,0,0,0,0,0,6,0,15,21,25855.67508,0
Harrisburg/Lancaster/Lebanon/York,566_1,3/1/2023,12,295,0,0,0,302,182,0,0,0,0,0,0,5,2,7,24160.8318,0
Harrisburg/Lancaster/Lebanon/York,566_1,4/1/2023,12,294,0,0,0,135,205,0,0,0,0,0,3.5,4,3.5,11,15801.08875,0
Harrisburg/Lancaster/Lebanon/York,566_1,5/1/2023,13,302,0,0,0,231,215,0,0,0,0,0,1.5,0.5,0,2,13675.68387,0
Harrisburg/Lancaster/Lebanon/York,566_1,6/1/2023,13,291,0,0,0,232,163,0,0,0,0,0,8.5,0,0,8.5,10752.12645,0
Harrisburg/Lancaster/Lebanon/York,566_1,7/1/2023,12,296,0,0,0,152,208,0,0,0,0,0,0,0,0,0,15161.19616,0
Harrisburg/Lancaster/Lebanon/York,566_1,8/1/2023,11,298,0,2,0,197,193,0,0,0,0,0,1.5,0,0,1.5,14517.52342,0
Harrisburg/Lancaster/Lebanon/York,566_1,9/1/2023,11,290,0,3,0,165,190,0,0,0,0,0,0,0,0,0,12050.71406,0
Harrisburg/Lancaster/Lebanon/York,566_1,10/1/2023,11,303,407,1,0,175,167,1820,0,0,0,0,0,0,0,0,8903.276482,0
Harrisburg/Lancaster/Lebanon/York,566_1,11/1/2023,11,297,420,0,0,205,206,1655,0,0,0,0,0,0,0,0,6053.870792,0
Harrisburg/Lancaster/Lebanon/York,566_1,12/1/2023,10,264,358,3,0,231,184,1439,0,0,0,0,0,0,0,0,8527.514425,0
Harrisburg/Lancaster/Lebanon/York,566_1,1/1/2024,8,263,342,114,0,414,287,1599,1,0,51,0,12,4,0,16,12776.98048,798.5498847
Harrisburg/Lancaster/Lebanon/York,566_1,2/1/2024,9,253,267,111,0,184,321,1355,1,0,6,0,21,2,5,28,8338.158402,1251.743543
Harrisburg/Lancaster/Lebanon/York,566_1,3/1/2024,9,234,272,86,0,148,209,1231,0,0,0,0,16,9,0,25,6865.277028,1405.898944
Harrisburg/Lancaster/Lebanon/York,566_1,4/1/2024,10,228,167,0,0,50,150,2163,0,0,0,0,14.5,5.5,0,20,2915.213652,1075.618109
Harrisburg/Lancaster/Lebanon/York,566_1,5/1/2024,9,205,147,0,0,249,298,2416,0,0,0,0,5,2,0.5,7.5,3733.557434,1554.523714
Harrisburg/Lancaster/Lebanon/York,566_1,6/1/2024,9,201,232,0,0,300,322,3218,0,2,0,0,5.5,0,0,5.5,5586.219346,2225.664173
Harrisburg/Lancaster/Lebanon/York,566_1,7/1/2024,11,111,209,0,0,199,283,3586,0,5,0,0,11,2,0.5,13.5,3619.199189,1377.667272
Harrisburg/Lancaster/Lebanon/York,566_1,8/1/2024,11,110,209,0,0,303,303,4110,0,0,0,0,3,0,0.5,3.5,4113.471578,1331.370073
Harrisburg/Lancaster/Lebanon/York,566_1,9/1/2024,8,114,185,0,0,280,306,3637,0,0,0,0,7,0,0,7,3089.526276,819.4652236
Harrisburg/Lancaster/Lebanon/York,566_1,10/1/2024,9,126,149,4,0,561,459,3789,0,0,11,0,9,0,1,10,7540.754532,1856.726309
Harrisburg/Lancaster/Lebanon/York,566_1,11/1/2024,8,93,188,2,0,552,278,4102,0,0,0,0,7.5,0,0,7.5,9182.719149,1817.276126
Harrisburg/Lancaster/Lebanon/York,566_1,12/1/2024,9,79,284,4,3,255,345,4887,0,0,0,0,0,0,0,0,9521.011796,734.5595631
Harrisburg/Lancaster/Lebanon/York,566_1,1/1/2025,9,72,260,0,13,647,714,4956,0,0,0,0,6,0,0,6,13325.07922,19.5375546
Harrisburg/Lancaster/Lebanon/York,566_1,2/1/2025,8,72,251,0,7,191,388,0,0,0,0,0,10.5,0,0.5,11,7682.6493,91.87469827
Greenville/Spartanburg/Asheville/Anderson,567_1,1/1/2023,20,809,0,0,0,367,277,0,1,0,0,0,2,0,1.5,3.5,43954.47162,0
Greenville/Spartanburg/Asheville/Anderson,567_1,2/1/2023,21,824,0,0,0,341,209,0,0,0,0,0,2.5,1,6.5,10,26730.49116,0
Greenville/Spartanburg/Asheville/Anderson,567_1,3/1/2023,22,835,0,0,0,307,190,0,0,0,0,0,6,0,0.5,6.5,24809.77976,0
Greenville/Spartanburg/Asheville/Anderson,567_1,4/1/2023,22,828,0,0,0,147,233,0,0,0,0,0,15.5,0.5,0.5,16.5,17660.04037,0
Greenville/Spartanburg/Asheville/Anderson,567_1,5/1/2023,22,826,0,0,0,260,210,0,0,0,0,0,3.5,0,0,3.5,14411.59511,0
Greenville/Spartanburg/Asheville/Anderson,567_1,6/1/2023,23,831,0,0,0,274,230,0,0,0,0,0,11,0,4,15,13719.16894,0
Greenville/Spartanburg/Asheville/Anderson,567_1,7/1/2023,22,808,0,0,0,193,289,0,1,0,0,0,5.5,0,1,6.5,20299.15708,0
Greenville/Spartanburg/Asheville/Anderson,567_1,8/1/2023,23,816,0,1,0,242,212,0,3,0,0,0,8,0,0,8,16850.69682,0
